Name,WikiTitle,WikiPageId
Gary Burton,Q353096,588791
Betty Lucas,Q4898906,4239429
Felice D. Gaer,Q5441677,26278272
David Bruck,Q19818497,46365712
Andres Alonso,Q4756101,15171970
Paul Gauguin,Q37693,64719
Nadine George,Q6957790,3169838
Luis Quintana,Q6701021,18178834
James Frederick Wood,Q3509606,750136
Michael Coats,Q720194,499536
La Kalle,Q7957811,2005926
Eric Salzman,Q1351605,5863391
Dale Noyd,Q5210576,9174120
Ronald Radosh,Q7365187,321255
Jacob Riis Park,Q6119182,6846485
Enrico Pieranunzi,Q1327964,3988999
Nicolas Roeg,Q51541,70250
Prima Donna,Q693249,1271862
Fred Robbins,Q5496155,7637198
Gil Clancy,Q3105528,995027
Karim Hussain,Q6370592,30611885
Little Milton,Q153802,1860721
Michel Bras,Q1569825,10870008
Jennifer Lin,Q6178542,17195176
David Bianco,Q5231399,32877912
Scott Derrickson,Q558806,2816539
William Bouguereau,Q483992,399747
Gerry Garson,Q5549169,6320361
William Cullen,Q462762,265529
Ladysmith Black Mambazo,Q258686,375332
Eva Zeisel,Q216141,1549101
Larry B. Seabrook,Q6491084,6652176
Richard J. Cook,Q7326711,6385910
Cletus Spuckler,Q1511072,3110895
Lucine Amara,Q2073014,5194115
Lucinda Franks,Q14954797,10853635
Serena Wilson,Q7453145,15361417
R. W. Apple Jr,Q7274096,1823159
Marvin Hagler,Q560421,84952
Anselm Reyle,Q328018,7938961
William Fallon,Q1355824,871480
Patti Hansen,Q2424893,6090160
Laura Mulleavy,Q3438131,14391978
Richard Schickel,Q1454098,3743362
Andre Malraux,Q151164,42691
Ray Lucas,Q3420536,4242049
Satchel Paige,Q555730,28630
Bud Black,Q1051086,2524900
Tanyon Sturtze,Q7684084,1859488
Justin Williams,Q722658,2974000
Christopher Newman,Q1086864,3294621
Hershey Kay,Q5744566,8364255
Bali Hai,Q4850834,2089910
Paco Pena,Q1244961,212377
Chris Salewicz,Q16199561,40058912
Tom Cole,Q173839,962197
Averill Harriman,Q345531,518073
Steven Galson,Q7614888,17609618
Charles Truax,Q1066285,11542564
Frederick Delius,Q312698,151143
Ramzan Kadyrov,Q217115,647880
Derek Luke,Q648897,898653
Daphne Merkin,Q5221623,3446271
Artemio Franchi,Q347341,5890888
Ildar Abdrazakov,Q4054479,35194734
Maggie Cheung,Q234778,150060
Charles Graner,Q1064607,642743
Duff Goldman,Q5312322,6935794
Steven Hirsch,Q7614819,15319190
Theodore Kheel,Q7782087,29601409
Shaobo Qin,Q1319978,2914733
Simon Blackburn,Q287357,441332
Geovany Soto,Q3103815,6951652
James Gist,Q2162025,18156378
John Dahl,Q1699742,2442354
Anatoly Karpov,Q131674,1020
Michael Bierut,Q3856114,6231500
Michel Richard,Q6836545,22336065
Paul Baltes,Q75594,7913402
Vince Naimoli,Q7931563,5097440
Murry Sidlin,Q16885672,42032219
Grant Achatz,Q5596095,7149111
St. Vincent Ferrer,Q317131,1195103
James Threapleton,Q6807424,286052
Phi Slamma Jamma,Q7181569,795969
La Monnaie,Q551479,533003
Michiel Riedijk,Q16195770,30510138
Vincent Spano,Q713572,4305318
Aaron Lohr,Q2820068,3021403
Ann Goldstein,Q4766415,37135973
Stanley Kowalski,Q3496842,775114
Cady Noland,Q437729,25756138
Eero Saarinen,Q167073,53352
Chandra Wilson,Q40090,3467041
Gerald Rosenberg,Q5549432,1346764
Nancy Tillman,Q6963042,36176313
Julie Amero,Q7603728,9481248
Brit Hume,Q2245635,524099
Warrick Dunn,Q3278080,1285200
Campbell Brown,Q3734370,2067825
Lori S,Q4267050,17118226
Talat Masood,Q7678949,12802008
Choire Sicha,Q7715096,30198312
David Dunn,Q312042,1335757
Don Piccard,Q5293322,3195325
Tony Sipp,Q3531890,10491002
Fay Weldon,Q239501,826812
Fu Manchu,Q1357701,11253
Alan Cumming,Q316629,203321
Pat Boone,Q342778,167373
Steve Jurvetson,Q9079904,1353147
Rocky Harris,Q16910847,42794482
John Thomas Scopes,Q935427,163519
Sara Ramirez,Q40069,1999305
Jim Letten,Q6196397,23123843
Leon Lucev,Q6524769,27588208
Benon Sevan,Q4890121,1065194
Frank R. Wolf,Q1444483,433737
Ahmed Yusuf,Q4696059,8476956
Boris Gelfand,Q486778,2095405
Elizabeth Reaser,Q60802,6271139
Jimmy Webb,Q1287983,83103
Om Malik,Q7089338,6076975
John F. Tierney,Q1700027,468494
Ken Russell,Q55249,163016
Robert Mailhouse,Q7347286,4359749
Matthew Haughey,Q6790661,729951
Kristen Kelly,Q6437776,35823581
Andrew Stark,Q4758630,19194246
Serge Klarsfeld,Q1784881,561223
Scott Spiezio,Q6140393,657971
Robin Rhode,Q663692,19152879
Dave Trembley,Q3017278,10780733
Paul Wellman,Q7154292,20959125
Lizette Alvarez,Q6660601,33712876
Manny Jimenez,Q6751008,7434264
Peter Oppenheimer,Q2306779,2285160
Lacey Nymeyer,Q271205,18791855
Nitya Pibulsonggram,Q3342244,7341591
Brian L. Roberts,Q4964404,4448563
Joseph Galloway,Q2739097,648068
Gillian Lynne,Q2056584,5665659
John Noble Wilford,Q6250571,20990504
Hahn Rowe,Q5638883,2467031
Dian Fossey,Q234224,168280
Hubert Vedrine,Q560682,595567
Lyndsey Marshal,Q24357,10270280
David Dillon,Q911897,5387023
Bernie Marcus,Q2898293,1215687
Aaron Allston,Q301632,2023231
Nelson Merentes,Q9049190,44333293
Emily Sunstein,Q5372408,13509459
Rex Kern,Q7319228,7068236
Andrew Solt,Q4758614,27973584
Scott Goldstein,Q7436411,34163410
Lewis Thomas,Q3124100,546797
Rory I. Lancman,Q7366901,14632032
Nigel Dawes,Q545735,7303081
Pamela Samuelson,Q7129255,2420085
Tomas Perez,Q7820503,727695
Joe Carnahan,Q936866,2574972
Peter Lord,Q1975096,3304811
Paul Porter,Q6382824,7873541
Ken Singleton,Q3195089,2806813
Abu Bakar Bashir,Q334810,556509
Israel Shenker,Q6087210,38181408
Jim Garrison,Q452765,236473
Russ Schriefer,Q7381765,18312561
Porter Goss,Q455698,5068188
Fred Niblo,Q153527,1573233
Cha Seung Baek,Q483348,3730826
Ed Rollins,Q1282472,4854803
Warren Spahn,Q1131345,378172
Ed Emshwiller,Q3047169,150238
Yusaku Iriki,Q4572468,3950781
Raul Isaias Baduel,Q973387,14264612
Nathaniel Brown,Q6969526,23878902
Robert Felton,Q7344295,20648765
John Farnham,Q22072,450329
Art Tatum,Q109053,152557
Maxwell L. Anderson,Q6796123,25730081
Alexandra Ansanelli,Q4720572,16383166
William T. Russell,Q7890550,14966588
Joshua Glenn,Q6289846,30671152
William Hogarth,Q171344,103020
Mildred Wirt Benson,Q3814719,54833
Kevin Hooper,Q6396515,7135159
Mohamed Kamal,Q6891289,6142067
Brett Tomko,Q2924637,2881640
Mido Hamada,Q96316,7043850
Josh Ruxin,Q16204504,36471253
Robert Carsen,Q1493846,38000904
Dave Debusschere,Q918916,227165
Bill Simpson,Q4910876,5825648
Rudolf Dassler,Q61237,5286962
Joseph Wambaugh,Q1352236,666574
Felix Heredia,Q1800527,1752441
C. P. E. Bach,Q76428,58237
Michael M. Honda,Q399621,383758
Elizabeth Holtzman,Q5362988,1363329
David Blaine,Q353983,53131
Danny Richar,Q686877,12512353
John Weinberg,Q14948778,6539381
Sheldon Peck,Q16065702,41190252
Arnold Ziffel,Q4795320,1601808
Gary Trousdale,Q1152051,2954968
Curtis Brown,Q386148,513094
Jason Rhoades,Q328106,6325381
Mark Slouka,Q6769768,33237435
Huang Guangyu,Q5925535,4566529
Jean Cayrol,Q699397,2501189
Kevin Klein,Q353770,7154926
Dick Goodwin,Q3431063,2434448
Marina Muncan,Q6763876,36335245
David Belasco,Q562719,1603213
Jacques Polge,Q615631,32863806
Garth Fagan,Q1494755,2549382
Teddy Castellucci,Q534415,11128931
Brady Clark,Q4955171,2093788
Rosalind Elias,Q2075816,6365596
Arthur Cantor,Q4798194,5606652
Marc Dann,Q6755492,1201880
Susan Lucci,Q242936,645193
Cape Verdeans,Q19903733,45030199
Louis Trichardt,Q1641474,30861369
Anthony Pena,Q4773266,2643419
Dan Farr,Q16196926,42056574
Robert Siegel,Q2855841,276551
Ernesto Lecuona,Q345446,1597515
Coe Hall,Q12065968,3216539
Stephen Glass,Q951886,264934
Jill Daniels,Q6192793,23370447
Lisa Chedekel,Q6557868,27700993
Mike Shannon,Q6848779,2733195
Andrew Tobias,Q4758748,1335340
Anne Rogers,Q4768754,12092467
Len Dawson,Q726229,614220
Remy Auberjonois,Q7312253,34096437
Chip Taylor,Q962604,502865
Ellen Burstyn,Q211144,186041
Carlo Pedretti,Q183433,32307835
Radek Dvorak,Q1382789,2009741
Weber Shandwick,Q1544997,7511458
George Schuller,Q356164,15896028
George More,Q5542611,31914851
Lee Macphail,Q326256,1477593
Sally Ball,Q7405062,24975218
Lewis Padgett,Q3142173,904852
Richard Francis Burton,Q125057,66655
Amit Singhal,Q2843566,11824669
Jonathan Hensleigh,Q721446,3257815
Brooke Langton,Q257412,2009549
Michael G. Mullen,Q503161,2256905
Judy Davis,Q307882,238788
Carroll Gardens,Q5046569,421553
Andrew Currie,Q4756738,16699138
Chase Carey,Q5087105,6396468
Rick Margitza,Q1476923,15645057
Adam Curtis,Q349069,1142258
John Zogby,Q6265340,1109322
Daniela Thomas,Q3014918,17755863
Arthur Ravenel Jr,Q517219,7576116
Dennis Dugan,Q518868,2848300
Julius Miller,Q6309965,5065679
Dottie Herman,Q5299504,17280051
Benny Feilhaber,Q84359,6161289
Gemma Ward,Q234612,2083736
Sherri Shepherd,Q268549,4450803
George Gallo,Q2075917,13020502
Marc Levin,Q3288218,3140539
Jasper Francis Cropsey,Q1451318,400644
Kent Osborne,Q3195292,37058699
Kevin Devine,Q1740125,3513070
Ellen Ochoa,Q49269,623946
Kevin Cassese,Q6396002,5863023
Jan Hrebejk,Q1681872,4672023
Ocho Rios,Q602783,543412
Todd Barry,Q7812258,1733984
William Crisp,Q16043475,38964073
Brian Haley,Q770162,4583574
Younis Tsouli,Q3154346,4530077
Darrell Waltrip,Q946220,372340
Willem Jan Neutelings,Q7002930,15511890
Elizabeth Gardner,Q5362822,26276947
Matt Hussey,Q434465,5236047
Dick Scanlan,Q5273341,5508778
Clark Foam,Q5127225,4917962
Ben Okri,Q315362,581157
Richard Michelson,Q7327799,16044158
Alex Tully,Q11820804,10666242
Emilio Longoni,Q661122,25379063
Yevgeny Yevtushenko,Q297736,531887
Joe Sample,Q1339524,3944250
Bill Wade,Q4911253,5128081
Joseph S. Farland,Q6286743,30915473
William Sanderson,Q1372770,1785345
Bruce Golding,Q315662,1419116
Steve Almond,Q7611785,2227919
Patricia Racette,Q3369143,9435513
Meredith Willson,Q1281750,453510
Michael Tomasky,Q6834914,10282408
Richard Matheson,Q325130,25625
Bobby Previte,Q603314,935407
Maria Aitken,Q434312,2484518
Ali Shariati,Q317475,159182
A. J. Price,Q2620594,22277291
Alexander Sokurov,Q55172,2560865
Jeremy Blake,Q3177301,2123229
William Charles Macready,Q637374,375408
Michele Pawk,Q6836817,7808839
James Chirillo,Q1350987,20931990
Peter Hanson,Q186159,4375959
Speight Jenkins,Q7575765,2517668
Sandy Davidson,Q19975794,46307955
Tom Hulce,Q315039,168507
John Hodges,Q13639661,2404759
Roger Allers,Q847468,4276567
Greene Street,Q6641547,15200158
Robert Merrill,Q913084,1104595
David Bowens,Q5231599,3610348
C. T. Vivian,Q5006890,11281416
Vince Papale,Q2714395,3509198
Paul Fishman,Q7151486,24763690
Craig Minowa,Q5181243,19079134
Carla Peterson,Q5041092,7838497
Mike Bellotti,Q14950800,1244595
Graeme Obree,Q545260,1210552
Kevin Wall,Q6397710,12134537
Serouj Kradjian,Q7455056,9704864
Fred Gordon,Q7224849,12992013
Carlos Miele,Q5042374,33848698
Natalie Dormer,Q236839,10485357
Cheryl Ford,Q455835,1486055
Sam Durant,Q7407437,7170594
Anderson Garcia,Q4754073,5215516
Joe Francis,Q1059796,1443825
Mike Hudema,Q12060588,12889645
Gary Farrell,Q5525052,27579648
Frederick Chiluba,Q297057,285508
Jens Albinus,Q1341671,21024856
Susan Davenny Wyner,Q18631278,44557015
Richard H. Clarke,Q608036,11581059
Erran Baron Cohen,Q2357693,2530252
Donald Fisher,Q448118,1602581
Alan Henderson,Q2324397,2440766
Rodney A. Smolla,Q7356831,10526658
Jon Dorenbos,Q6270627,2637693
Pieter Claesz,Q354832,2255445
Jo Anne Worley,Q3179371,1005079
Rosh Hashanah,Q131028,19596764
Takahiro Fujimoto,Q3544015,19302575
Gaines Adams,Q1491301,6113576
Hal Sparks,Q445367,642047
Harvey Lichtenstein,Q5677390,11416454
Brian Tierney,Q4965476,5298081
Isaac Brock,Q2566,99063
Benjamin Johnson,Q4888882,1657266
Terry Dehere,Q1616777,5522331
Greg Anthony,Q1630233,1277510
Paul Plishka,Q1634153,5214530
Jelly Roll Morton,Q317128,44120
Vaughn Williams,Q207947,79448
Stella Adler,Q32788,843532
Rob Sheffield,Q3486861,5787868
Sam Witwicky,Q3900217,14613985
Malcolm Cowley,Q1458319,588965
Madeleine Castaing,Q3275614,28162204
Mark Pavelich,Q916029,2027845
Eddy Martin,Q5336678,20459566
Tony Armas,Q7821778,552304
Keith Ginter,Q6384407,10266782
Lisa Hill,Q838776,441838
Lily Rabe,Q349312,2409115
Jon Peters,Q2563751,2170244
Benito Santiago,Q2895955,102264
George Izenour,Q5540983,32789869
Gary Sandy,Q5525878,926386
Kyle Calder,Q1383214,2851558
Bernard Montgomery,Q152025,3873
Elizabeth Ewen,Q18763716,42604959
Roy White,Q7373491,1726841
Cape Cod,Q49152,38743
Fran Lebowitz,Q32709,1673570
Theodore Shapiro,Q7782042,2408259
Thandie Newton,Q229029,464227
Joji Yuasa,Q1369375,5863066
Peter Ricketts,Q4394632,6131143
William P. Crowell,Q16105312,39715635
James J. Griffin,Q6136682,6381250
Larry Rohter,Q1981013,11104510
Tim Mead,Q7803965,34287386
Roland Mouret,Q1287352,15233013
Brian Aubert,Q312275,6892450
Oscar Acosta,Q953410,323468
Tai Chi,Q167987,30690
James Lenox,Q3819227,673729
Clemente Mastella,Q1394911,4326978
Julia Indichova,Q18687920,44718725
Jesse Hunt,Q6186448,34419834
Hans Koning,Q2783460,7370383
J. Christopher Flowers,Q1676298,14343742
Kenneth S. Rogoff,Q955794,1766473
Elias Murr,Q1329138,2217966
Joe Quesada,Q2635391,663006
Debbie Stabenow,Q241092,335844
Denny Neagle,Q5259220,4212649
Jay Gorney,Q12957694,4243399
Nettie Mayersohn,Q7000496,1855981
S. J. Rozan,Q1396654,24685398
Bob Parsons,Q4933600,1587723
Yohane Banda,Q1744,142056
Rossen Milanov,Q16732592,39541914
Jim Murphy,Q333702,421706
Mark Linkous,Q1031340,1005009
Michael Sherman,Q6848802,1303565
Ernest L. Thayer,Q288369,9713
Yang Guoqiang,Q9081195,10863565
Jose Nieves,Q6293564,730586
Anne Hearst,Q4768432,11890672
Emmanuel Constant,Q1338212,1868797
R. W. B. Lewis,Q990492,2379177
Royston Vasey,Q3942087,363432
John Grabow,Q726477,4754483
David G. Victor,Q5233958,33467436
George Jellinek,Q1009472,1592838
Diana Rigg,Q232876,195158
Edward Hardin,Q5343307,16250070
Tim Fain,Q7803479,21297230
Shigeru Miyamoto,Q12382,79982
Arthur Meier Schlesinger,Q4799614,1119963
Dave Toschi,Q3296847,8896988
Kate Murphy,Q6564200,31923665
Robert M. Bass,Q429075,6341631
Celia Franca,Q2943961,1606330
Jamie Vermilyea,Q6147589,3636880
Irma Gonzalez,Q6072027,18796648
Mitch Landrieu,Q3317069,1792764
Monica Yunus,Q4357726,7526265
Clay Rapada,Q861738,11775016
Johnny Lyon,Q6184503,1855728
Patrice Leconte,Q106709,1039556
Alex Puccio,Q2833012,38849134
Henry Rollins,Q318509,13820
Ron Flores,Q7363778,5786835
Valerie Smith,Q7911336,3954079
Shawn Thornton,Q1268752,5858370
Virginie Ledoyen,Q234683,166209
Bruce Banner,Q188760,31509
Molly Kelly,Q6896607,13395851
Lester Horton,Q3236791,705949
Subir Gokarn,Q16193120,25015173
Tommie Agee,Q7819117,866562
Chitranjan Ranawat,Q5102343,11536266
Richie Adubato,Q988438,4131452
Julianna Smoot,Q6307848,10553984
Brad Ellsworth,Q528991,3475407
Louis Vierne,Q299669,155463
Harry Mathews,Q2915679,1741689
Father William,Q8056885,23727209
Nelson Riddle,Q961851,414425
Cherie Blair,Q174214,271186
Wally Amos,Q7963283,1097426
Roger Penrose,Q193803,26193
Antonio Ortiz Mena,Q2857387,10035942
W. Patrick Lang,Q7945881,2768179
Stefan R. Underhill,Q7606245,9527810
Henry Crowder,Q5719991,30197817
Mahdi Abdul Hadi,Q6733660,3558724
Francis Lewis Boulevard,Q5481730,7951788
Barbara Bryne,Q4858782,6229248
Courtney E. Martin,null,45688854
Mark Charlap,Q6908563,1195718
Alana Newhouse,Q4708165,23160785
Neal Stephenson,Q312853,21443
Patrick Lefevre,Q175865,4544316
Drew Seeley,Q314638,4315115
Susan Molinari,Q3978229,953957
Charlotte Perriand,Q446451,4434796
Marc Cary,Q1466465,6040171
Mark Brydon,Q1899976,3337429
Elizabeth Arden,Q235509,218684
Eduardo Perez,Q5340737,3021988
Benois Madonna,Q1142058,1670518
Hugo Hernandez,Q16223665,28067616
Walt Becker,Q834121,1955468
Tiffany Pollard,Q530355,4369063
Elliot F. Kaye,Q18098339,43859901
Brian Jun,Q4964263,17702250
Chuck Lorre,Q430844,5771517
Paula Sherman,Q7154770,20860377
Stephen Warner,Q7610808,24933095
Daniel Rossen,Q5218629,16754765
Ferguson Jenkins,Q284428,90696
William Alsup,Q8011001,21803312
Sarah Neufeld,Q3473408,3115175
Jeff Warner,Q6175230,2253802
David J. Swarts,Q5240202,8558437
Greg Critser,Q5605451,670158
La Hojilla,Q6430572,35774378
Emily Best,Q18763872,45018482
Emanuel Lasker,Q57095,244649
Sue Bird,Q240672,747736
Addison Montgomery,Q2349069,7687031
Bennett Greenspan,Q16151742,34743233
Stan Douglas,Q129554,4818808
Serge Koussevitzky,Q353449,317939
Ioan Holender,Q457290,12965705
David Pomeroy,Q16214567,41064145
Shirley Ann Jackson,Q3482342,170464
Sarah Treem,Q18355194,44165472
Marvin Levy,Q1432971,26245411
Marco Sturm,Q63367,947859
Erich Muller,Q6747670,640293
William Mayer,Q8015278,25827200
Javier Marias,Q299161,1853975
Kevin Burdette,Q6395926,1283738
Louis Xiii,Q737533,77062
Caroline Williams,Q443413,2163259
Michael Watt,Q6835235,7021162
Stephanie Abrams,Q7608209,1348364
Jack Fleck,Q4356007,5572535
Paul C,Q7149652,4660185
Neil Bush,Q320829,243759
Mary Osborne,Q541924,15655650
Joel Tobeck,Q966678,29780552
John Dory,Q7045,2852964
Sandra Scott,Q430838,961181
Jeremiah Davis,Q16043481,41725845
James Fenimore Cooper,Q167856,205814
Anna Burger,Q4766887,3214670
Peter Lurye,Q7175542,29844037
Anton Mussert,Q537005,353322
Suketu Mehta,Q3503369,2578732
Dick Teresi,Q5273445,22445719
Shelden Williams,Q939422,3024855
Bruce Evans,Q4977453,30092671
Hakeem Jeffries,Q5640425,7358729
Mathieu Darche,Q1147101,3602773
Lytton Strachey,Q540427,144482
Miles Cooper,Q6851360,9364381
Judd Hirsch,Q365023,414106
Smokey Hormel,Q7545956,9571403
Der Spiegel,Q131478,210137
Max Gallo,Q516318,6698589
Paul Beaver,Q7149282,1151556
Meinhardt Raabe,Q958000,1843844
Theodore Bikel,Q215721,492026
Stephen Michael Smith,Q7609992,21532040
Max Clifford,Q6794659,262800
Christine King Farris,Q4020203,13837542
Alan Lomax,Q558104,173225
Evelyn Johnson,Q4160451,8606436
James Rado,Q330447,561059
Terence Rattigan,Q544627,164659
Lamarr Woodley,Q2700869,5874989
Serge Payer,Q2272488,3024412
Bart Starr,Q809211,788823
Shaun Ellis,Q7490837,1397937
Dave Katz,Q5229076,19389698
Paul Douglas,Q1372141,302684
Jose Manuel Carreno,Q11337705,2231204
Xavier Bertrand,Q203793,629018
Glendon Rusch,Q5568429,1992034
George Weigel,Q2529888,1610999
Chris Redman,Q4873353,1730844
Betsey Stevenson,Q832212,38650807
Richard C. White,Q1805514,10943693
Jack Drummond,Q3157164,8950611
James A. Redden,Q16091289,21593122
Bob Butterworth,Q4931989,1545508
Willian Lara,Q466806,22566887
Matt Stover,Q473253,1591541
Molly Stimson Bareiss,Q7964251,10931273
Martin Van Buren,Q11820,19763
Anthony Garcia,Q3269952,2270244
Belle Barth,Q4883606,9735431
David Rubin,Q5239271,9137338
Edmund L. Andrews,Q5339239,22917180
Ned Eisenberg,Q5055911,2851343
Carlton Brewster,Q5042965,8407094
Bill Atwood,Q4907969,21425155
Matthew Reinhart,Q6791119,20521939
Mark Everson,Q6770165,2448216
Patricia Klindienst,Q7145673,24784847
Diana Degette,Q437159,410119
Noah Greenberg,Q11938891,7442238
Dan Dakich,Q5213339,15902897
Jonathan Sigalet,Q981614,8830646
Jaime Moreno,Q467979,1031016
Daniel Johnston,Q433060,299437
Richard Roeper,Q201882,416998
Charlotte Parry,Q17466605,43428640
James H. Billington,Q137576,578284
Meseret Defar,Q5877,924263
George Galloway,Q332483,18247133
Jack Lalanne,Q1677099,412806
Richard Mills,Q7327820,4962949
Cheng Hao,Q558192,18699291
Tom Hollander,Q312124,2343249
Howard Dodson,Q5919485,27793359
Saska Kepa,Q7425174,10999060
Adam Siegel,Q3605008,5093549
Jenna Russell,Q1686899,2328177
Ernie Sims,Q1356940,2275109
Marcel Cerdan,Q347201,157155
Gene Frankel Theater,Q5531218,1780394
John Sebastian,Q967761,152851
Paul Robinett,Q7153276,20603821
Larry Block,Q6489967,20590309
Billy Packer,Q4913135,1699443
Wayne Knight,Q311976,21188606
Mary Hays,Q1797831,7081543
Patrick Colwell,Q7146259,31910924
Zeng Fanzhi,Q8069057,8116166
Marx Brothers,Q64450,19669
Alejandro Toledo,Q207426,88515
Kobi Oz,Q579771,16643887
Hillary Lindsey,Q5762568,21359588
Casey Close,Q5048468,30449500
Alexander Hall,Q1968780,11155905
Joe Garagiola Jr,Q6209978,14305538
Akbar Hashemi Rafsanjani,Q186111,399536
Sherri Steinhauer,Q2689382,4379409
Daniel J. Hinkley,Q5217624,14527474
Tim Brent,Q440976,8818712
Amy St. Eve,Q4749249,21832102
Travis Best,Q2294935,2447218
Richard Carrick,Q7324636,36570131
Lake Powell,Q667507,357078
Maurice Chevalier,Q106001,61159
Michael S. Tucker,Q6834087,9978547
Tia Dalma,Q2278783,5879781
Luke Hochevar,Q3267078,5452040
Ron Perlman,Q220698,854532
Theodore Maiman,Q315399,275419
Martin Yan,Q848770,343536
Saviana Stanescu,Q7428209,5938513
Calvin Watson,Q2934535,42762995
Rosalind Russell,Q233854,180997
Charlotte Corday,Q216063,220810
Eleni Mandell,Q533848,6193886
Edward Wong,Q5345976,10548535
Kazunaga Ito,Q444960,10727293
Richard Adams,Q313289,11565121
Aaron Neville,Q302400,579021
Ruby Keeler,Q272092,189182
Mary Wollstonecraft,Q101638,19834
Michelle Bernstein,Q6836927,24459277
Mr. Brooks,Q548906,5101743
Jeff Faine,Q6173792,4037567
Tommy Knight,Q3129345,18310788
Ali Jarbawi,Q4724912,26325238
Brody Jenner,Q554091,21284222
Eve Sussman,Q3817408,9752695
Michael Cunningham,Q310257,276003
Del Vecchio,Q1185051,7174959
Eve Arden,Q255630,10409
Curtiss Patrick,Q5195977,18612729
William Atherton,Q495487,1706070
Greta Van Susteren,Q271491,999980
August Schellenberg,Q763772,3845245
Louise Arbour,Q239235,89846
Stuart Bowen,Q7626337,2181570
Heather Boushey,Q5693749,6595169
Ashley Wass,Q4476221,33287197
Laura Kennedy,Q2928714,1379042
Maynard Jackson,Q3302990,274537
Bobby Charles,Q888497,6589671
Pavel Bure,Q440741,605202
David Corcoran,Q5232569,25173520
Peggy Eisenhauer,Q7160652,11915346
Bill Schulz,Q4910799,11670747
Leonora Carrington,Q233207,3133772
Paul Sorvino,Q447892,920939
Lloyd Richards,Q1866946,5781421
Kim Coles,Q1741476,1034317
Paul R. Hall,Q5679537,10267275
Kate Zernike,Q6375876,31894145
Frances Genter,Q5478481,24491450
Gwendoline Christie,Q440353,32342938
Steve Forde,Q7612570,8942293
Alice Mcdermott,Q1242948,1144278
Matthew Macfadyen,Q314954,937536
Darren Trumeter,Q5225207,25475167
Blake Foster,Q2736164,4510279
Donna Orender,Q529286,3837655
Anthony Clement,Q4772281,3362923
Jason Lezak,Q313384,2848077
Ron Nessen,Q7364208,1506320
Ernest Bloch,Q123234,588490
Erdem Moralioglu,Q1349083,25459752
Robert Een,Q7343999,6060602
Colby Buzzell,Q3682524,3967578
Pedro Knight,Q515789,860581
Jim Allchin,Q3040082,1913008
Travis Holmes,Q7836274,23176700
Alicia Witt,Q236247,623580
Donny Deutsch,Q1242000,2352154
Russell Hoban,Q1353673,375998
Roscoe Orman,Q561396,3796202
Jose Rijo,Q3111680,2687035
Paul Budnitz,Q7149579,19652653
Julie Bowen,Q40248,665734
Stephen Sestanovich,Q7610497,7681047
Antoinette Sibley,Q4775603,3360823
Nadia Sirota,Q17125737,39012088
Nia Long,Q272956,874218
Asbury Park,Q201127,125458
Sofia Vergara,Q231911,1786681
Geoffrey Gray,Q17305973,43119572
Baron Marcel Bich,Q1383758,5384429
Daniel Sachs,Q5256274,1308112
Ira B. Lamster,Q6065952,20733503
Dylan Klebold,Q2268542,378561
Cecilia Munoz,Q3664114,20422654
Andreas Baader,Q76870,146039
David L. Boren,Q882362,4369747
Thomas Kuhn,Q184980,25778629
Bryan Sykes,Q659747,1175996
Karl Jenkins,Q333168,762230
Melanie Chisholm,Q151830,262475
Patrick J. Kennedy,Q948920,367074
Teresa Taylor,Q7702228,8622747
Holt Renfrew,Q3139527,1260478
Quincy Smith,Q7272186,31998829
Byron Brown,Q1210194,2354242
Janusz Bielanski,Q6155992,8869791
Arthur Schopenhauer,Q38193,700
Akinori Otsuka,Q848767,4469051
Hans Graf,Q1979804,4842346
Chip Jackson,Q1074510,29344747
Loretta Sanchez,Q469094,70964
Tim Blackwell,Q7803185,8564036
Eileen Walsh,Q517868,21089846
Nathan Hale,Q465574,286294
Felix Pie,Q3037425,2366068
Friedrich Hayek,Q1325,11646
Mark Foo,Q3294080,1160235
Eric Dickerson,Q1351228,1326403
John Coombs,Q15992874,40200306
Gayle Brandeis,Q5528786,26195122
James Zumwalt,Q6140856,24336535
Drew Neitzel,Q512023,8545284
Laura Fraser,Q266067,867922
Giacomo Puccini,Q7311,12750
Matt Cutts,Q890702,3453130
Hank Kingsley,Q6599755,9823268
Emily Vancamp,Q233216,1083009
Stuart Thompson,Q7627156,37107102
John Canemaker,Q1699538,1175002
Gabrielle Reece,Q546910,1676086
Dayanara Torres,Q1530593,102397
Billy Elliot,Q458629,168929
Christopher Berry,Q738447,673402
Toni Bentley,Q10383175,41150065
Jim Lambie,Q344051,2953490
Betty Brown,Q4898765,22351954
Kirk Douglas Theater,Q6415419,13768372
Richard Price,Q561101,205480
Glenn T. Suddaby,Q5569137,21833316
Marc S. Alessi,Q6755343,7102429
Tanya Wexler,Q3980944,36947262
Victoria Jackson,Q46080,627511
Kevin Millar,Q2747070,654358
John D. Morris,Q5994279,3532705
Lillias White,Q3832418,8466585
Jose Correa,Q6291952,30816110
Coco Mademoiselle,Q3681978,10318398
Ben Lomond,Q816556,626645
Nicholas Markowitz,Q6938000,9589911
Los Angeles Rams,Q5869920,34268531
Bob Cranshaw,Q887868,649837
Josh Paul,Q6289246,2931832
Vic Hadfield,Q978691,2669834
Raymond Mindlin,Q2134121,5042011
Guido Brunetti,Q237420,362557
Tanja Frieden,Q435769,4107177
Marlise Simons,Q1792106,19227013
